Symbol,Company Name,Market Cap,Div. ($),Div. Yield,Payout Ratio,Div. Growth,Payout Freq.,Div. Gr. Years,Div. Years,Div. Growth 3Y,Div. Growth 5Y,Category,fiveYearAvgDivdendYield,Trainling_5Y_avg_dividend_yield,Trainling_5Y_min_dividend_yield,Trainling_5Y_max_dividend_yield,Trainling_10Y_avg_dividend_yield,Trainling_10Y_min_dividend_yield,Trainling_10Y_max_dividend_yield,Sector,Industry,FCF_Dividend_Ratio,Debt_to_Equity,ROE,Five_y_DividendYield_diff,Ten_y_DividendYield_diff
FLO,"Flowers Foods, Inc.",2.50B,0.99,0.08380000000000001,1.0796999999999999,0.0342,Quarterly,12.0,24.0,0.0374,0.042,SCHD,0.0423,0.04764875787374902,0.03385351487806016,0.09841269915756876,0.04743663915411156,0.03385351487806016,0.09841269915756876,Consumer Defensive,Packaged Foods,0.92,87.61,13.73,0.981087470449173,0.7665669721615738
HUN,Huntsman Corporation,2.27B,0.35,0.0268,,-0.1625,Quarterly,,19.0,-0.014499999999999999,0.052000000000000005,SCHD,0.0435,0.047294339731770156,0.02180452234238001,0.13589803655502386,0.04183835713494073,0.01893026771759077,0.13589803655502386,Basic Materials,Chemicals,6.03,80.01,-8.0,-0.38390804597701145,-0.359439475274751
BANR,Banner Corporation,2.22B,2.00,0.030699999999999998,0.3475,0.0208,Quarterly,1.0,32.0,0.0288,0.0363,SCHD,0.0323,0.035761916988639786,0.02617050987406537,0.052747620906573325,0.04117381142493735,0.020974002227567977,0.25387688631440924,Financial Services,Banks - Regional,0.0,0.0,10.5,-0.049535603715170407,-0.2543804195545952
NWN,Northwest Natural Holding Company,1.98B,1.97,0.041299999999999996,0.794,0.0051,Quarterly,71.0,71.0,0.0051,0.0052,King,0.044,0.04938585357171128,0.04028465241833549,0.061042817108138116,0.0459690949448423,0.03212750409558602,0.061042817108138116,Utilities,Utilities - Regulated Gas,-1.64,175.59,7.2,-0.06136363636363639,-0.10157030392799087
NWBI,"Northwest Bancshares, Inc.",1.94B,0.80,0.0601,0.8695999999999999,,Quarterly,,32.0,,0.0103,SCHD,0.0626,0.07435261907654071,0.0575302322158706,0.09605916852547382,0.0728366170934568,0.05274955686792463,0.12156518282346197,Financial Services,Banks - Regional,0.0,0.0,7.23,-0.03993610223642176,-0.17486557725648386
FMC,FMC Corporation,1.92B,0.32,0.0208,,-0.2155,Quarterly,,20.0,-0.0641,-0.0022,SCHD,0.038,0.03867351056826752,0.017376247239005767,0.19157244700998244,0.0275802626172791,0.008259354711581237,0.19157244700998244,Basic Materials,Agricultural Inputs,-0.15,194.15,-66.61,-0.45263157894736844,-0.24583749296974608
FCF,First Commonwealth Financial Corporation,1.91B,0.54,0.028999999999999998,0.36729999999999996,0.0385,Quarterly,9.0,40.0,0.04,0.0418,SCHD,0.0331,0.03680544202966716,0.027891185915076826,0.04788947189390892,0.03814572228982776,0.02619295451848799,0.07631937477368779,Financial Services,Banks - Regional,0.0,0.0,10.29,-0.12386706948640483,-0.23975748107060046
HTO,H2O America,1.84B,1.76,0.034300000000000004,0.5355,0.049400000000000006,Quarterly,33.0,55.0,0.052000000000000005,0.055099999999999996,King,0.0248,0.027014558150288435,0.01887467943221063,0.03812409164596932,0.02459974146579917,0.012077112852065228,0.03812409164596932,Utilities,Utilities - Regulated Water,-3.88,124.79,7.65,0.3830645161290325,0.3943235967616581
CHCO,City Holding Company,1.83B,3.48,0.0273,0.3718,0.10300000000000001,Quarterly,14.0,25.0,0.0992,0.0771,SCHD,0.0272,0.030103273628945444,0.023994179121770362,0.03800130604595804,0.03371270542296618,0.023994179121770362,0.05334913934003986,Financial Services,Banks - Regional,0.0,0.0,16.94,0.0036764705882353995,-0.19021628025728354
OFG,OFG Bancorp,1.81B,1.40,0.0335,0.2729,0.1905,Quarterly,5.0,35.0,0.1753,0.3394,SCHD,0.0223,0.02572465688145884,0.013769230762015737,0.040974754403751916,0.02482846866268724,0.013409022734953736,0.0629709426077374,Financial Services,Banks - Regional,0.0,0.0,15.51,0.5022421524663678,0.3492575984093826
GRC,The Gorman-Rupp Company,1.73B,0.76,0.0115,0.3713,0.0274,Quarterly,53.0,56.0,0.0282,0.045599999999999995,King,0.0201,0.021502319319501133,0.011527377468256083,0.03159039742182164,0.027238012497910344,0.011527377468256083,0.3213044210847805,Industrials,Specialty Industrial Machinery,3.43,74.15,13.45,-0.42786069651741293,-0.577795920283014
SRCE,1st Source Corporation,1.71B,1.60,0.022799999999999997,0.2434,0.0986,Quarterly,39.0,52.0,0.071,0.0666,SCHD,0.0252,0.027662034770611313,0.021685386335212713,0.03411744489921584,0.027200552174782816,0.017820274561622964,0.05006207649254852,Financial Services,Banks - Regional,0.0,0.0,12.66,-0.09523809523809534,-0.1617817221689528
STBA,"S&T Bancorp, Inc.",1.66B,1.44,0.0325,0.40149999999999997,0.044800000000000006,Quarterly,13.0,38.0,0.0441,0.045599999999999995,SCHD,0.0375,0.041899181323711794,0.03047793527648219,0.055746723007446645,0.040272661528142524,0.025595636681320134,0.08072215218176372,Financial Services,Banks - Regional,0.0,0.0,9.44,-0.13333333333333328,-0.19300093992325262
GABC,"German American Bancorp, Inc.",1.65B,1.24,0.0281,0.3856,0.0727,Quarterly,13.0,34.0,0.0787,0.0863,SCHD,0.0267,0.029417726861604453,0.01904584701148437,0.04158246678739579,0.026728371123382406,0.016491321436722432,0.04158246678739579,Financial Services,Banks - Regional,0.0,0.0,12.0,0.05243445692883889,0.05131733880399735
LKFN,Lakeland Financial Corporation,1.57B,2.08,0.0333,0.5036999999999999,0.0412,Quarterly,12.0,32.0,0.0676,0.1025,SCHD,0.0266,0.02950259474032152,0.01814647838058962,0.0466285031074232,0.02857140080158905,0.01814647838058962,0.0466285031074232,Financial Services,Banks - Regional,0.0,0.0,14.29,0.2518796992481205,0.16550113280227985
WEN,The Wendy's Company,1.49B,0.56,0.0717,0.7086,-0.33,Quarterly,,23.0,0.023399999999999997,0.2084,SCHD,0.0437,0.0466178937030879,0.016183260738643575,0.09390242646522168,0.035830441269172994,0.009995845613938757,0.09390242646522168,Consumer Cyclical,Restaurants,1.62,3785.27,100.85,0.6407322654462242,1.001091738205515
TNC,Tennant Company,1.48B,1.24,0.0152,0.4106,0.0529,Quarterly,54.0,55.0,0.0508,0.0583,King,0.0134,0.014074512687523502,0.009334747613497606,0.018963028806812988,0.014203894789174698,0.009334747613497606,0.01959596519039761,Industrials,Specialty Industrial Machinery,4.53,42.6,8.49,0.1343283582089552,0.07012901923101192
SCL,Stepan Company,1.43B,1.58,0.025,0.7833,0.0265,Quarterly,58.0,58.0,0.0345,0.059699999999999996,King,0.0176,0.018595422407020626,0.009626900346659785,0.036717400488502104,0.015498057511738562,0.009318046774553591,0.036717400488502104,Basic Materials,Specialty Chemicals,0.77,57.95,3.67,0.42045454545454547,0.6131053831142685
NSP,"Insperity, Inc.",1.38B,2.40,0.0654,5.3647,0.0127,Quarterly,3.0,21.0,0.0489,0.08449999999999999,SCHD,0.0248,0.03159741128313616,0.015880450757057164,0.12819302022237325,0.026619011379350233,0.0072576918170662655,0.12819302022237325,Industrials,Staffing & Employment Services,0.55,501.15,16.04,1.6370967741935483,1.456890643607231
CRI,"Carter's, Inc.",1.37B,1.00,0.026600000000000002,0.632,-0.5156000000000001,Quarterly,,13.0,-0.19760000000000003,0.31120000000000003,SCHD,0.0166,0.04354196775369371,0.017484647641102635,0.10466578033270652,0.03359493641503726,0.011108327208233367,0.10466578033270652,Consumer Cyclical,Apparel Retail,1.54,136.29,10.52,0.602409638554217,-0.2082140096537373
UVV,Universal Corporation,1.29B,3.28,0.0635,0.9672,0.0123,Quarterly,56.0,56.0,0.0125,0.0127,King,0.0594,0.07031049548272897,0.0518150222750288,0.08938114949369354,0.07196162252667307,0.043944452662343036,0.1138684770527054,Consumer Defensive,Tobacco,0.29,73.1,6.97,0.06902356902356901,-0.11758521041596456
PFBC,Preferred Bank,1.10B,3.20,0.0355,0.293,0.0702,Quarterly,5.0,13.0,0.1588,0.18960000000000002,SCHD,0.0287,0.03331661366292423,0.021130315731409256,0.055032255959045824,0.029309146924788643,0.014609936693469657,0.055032255959045824,Financial Services,Banks - Regional,0.0,0.0,17.21,0.23693379790940755,0.21122597293936757
MSEX,Middlesex Water Company,935.05M,1.44,0.0282,0.5869,0.0526,Quarterly,53.0,56.0,0.0513,0.057699999999999994,King,0.018,0.018992025608022618,0.010297497603160505,0.029635727422884273,0.020653013652677566,0.010297497603160505,0.03497663322961307,Utilities,Utilities - Regulated Water,-1.55,85.83,9.28,0.5666666666666668,0.3654181648373627
CPF,Central Pacific Financial Corp.,922.06M,1.16,0.0338,0.3881,0.0571,Quarterly,1.0,14.0,0.022000000000000002,0.0383,SCHD,0.044,0.04963778026996373,0.03243556442496945,0.08729389255201982,0.047220827307736454,0.02724858380894306,0.1411958581334904,Financial Services,Banks - Regional,0.0,0.0,13.7,-0.23181818181818184,-0.28421415025775393
VRTS,"Virtus Investment Partners, Inc.",916.98M,9.60,0.0707,0.4657,0.12050000000000001,Quarterly,8.0,13.0,0.1386,0.2556,SCHD,0.0319,0.03696966575236745,0.011711166154035245,0.07071302584294528,0.030684199834724615,0.011711166154035245,0.07071302584294528,Financial Services,Asset Management,0.0,47.4,13.39,1.2163009404388716,1.3041174409244463
THFF,First Financial Corporation,800.29M,2.24,0.0333,0.3129,0.12369999999999999,Quarterly,36.0,44.0,0.1775,0.1454,SCHD,0.0293,0.05503636103212276,0.03140284593740685,0.10426478425234686,0.0603106876434131,0.03140284593740685,0.17164326019876108,Financial Services,Banks - Regional,0.0,0.0,13.2,0.13651877133105814,-0.44785905614463845
AMSF,"AMERISAFE, Inc.",713.77M,2.56,0.0678,0.9845999999999999,-0.4286,Quarterly,,13.0,-0.2139,-0.1106,SCHD,0.0265,0.09104587875024968,0.02534752860371334,0.44526099225629207,0.09776091205331106,0.02153056366934211,0.5548332433532006,Financial Services,Insurance - Specialty,2.06,0.0,16.95,1.558490566037736,-0.30647128207000307
ETD,Ethan Allen Interiors Inc.,626.23M,1.81,0.0736,1.0522,-0.0765,Quarterly,,31.0,0.005600000000000001,0.20579999999999998,SCHD,0.0479,0.09157783076947562,0.044094331902596644,0.23458949869161794,0.08526356363263643,0.031064882114228122,0.4123924549166671,Consumer Cyclical,"Furnishings, Fixtures & Appliances",0.0,25.34,9.21,0.5365344467640919,-0.13679423115470107
OXM,"Oxford Industries, Inc.",590.04M,2.76,0.0696,,0.029900000000000003,Quarterly,5.0,56.0,0.0785,0.22510000000000002,SCHD,0.03,0.03378026081005365,0.012515910824899282,0.08838305600229558,0.028387300620243198,0.012515910824899282,0.08838305600229558,Consumer Cyclical,Apparel Manufacturing,0.3,107.23,-0.51,1.3199999999999998,1.4518005755844117
KFRC,Kforce Inc.,584.23M,1.60,0.0472,0.8014,0.026099999999999998,Quarterly,8.0,15.0,0.0761,0.136,SCHD,0.0242,0.026632351170820242,0.014423507306142717,0.06441467876902479,0.026385248234559525,0.013308286827686464,0.06441467876902479,Industrials,Staffing & Employment Services,0.0,55.97,24.94,0.9504132231404959,0.788878375537783
CMA,CMA (Premium Stock),,,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,SCHD,0.0445,0.050543366242043496,0.02880616802405252,0.10478832901095592,0.046495395735238386,0.016750690053915687,0.1379417662048983,Financial Services,Banks - Regional,0.0,0.0,10.15,-1.0,-1.0
CDUAF,CDUAF (Premium Stock),,,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,King,0.051,0.05721207991207026,0.04063453476518315,0.07313468589160678,0.05758597797208002,0.006450998878770308,0.09284224908588902,Utilities,Utilities - Diversified,-1.91,168.45,8.73,-1.0,-1.0
CWENA,CWENA (Premium Stock),,,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,SCHD,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0
FMCB,FMCB (Premium Stock),,,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,King,0.0174,0.035024238553053186,0.017075232459847843,0.043441332724089385,0.028971808454176958,0.0,0.05059443131547979,Financial Services,Banks - Regional,0.0,0.0,15.36,-1.0,-1.0
LANC,LANC (Premium Stock),,,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,King,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0
CMCSA,Comcast Corporation,113.73B,1.32,0.0418,0.24489999999999998,0.047599999999999996,Quarterly,6.0,19.0,0.06269999999999999,0.0703,Others,0.0282,0.031214246311159027,0.018356184024303723,0.050471381259500306,0.027080762362033505,0.018021381310047022,0.050471381259500306,Communication Services,Telecom Services,1.18,107.86,21.41,0.4822695035460992,0.5435311399727234
PRU,"Prudential Financial, Inc.",35.56B,5.60,0.0548,0.5455,0.0381,Quarterly,17.0,25.0,0.039599999999999996,0.0414,Others,0.0472,0.05423775529678055,0.04223314401441979,0.07424109505615208,0.05638389372598374,0.034925952355194204,0.15018174860549816,Financial Services,Insurance - Life,0.0,115.95,10.88,0.16101694915254244,-0.02809124417127343
VICI,VICI Properties Inc.,31.06B,1.80,0.061900000000000004,0.6709,0.041299999999999996,Quarterly,8.0,8.0,0.048799999999999996,0.06509999999999999,Others,0.0503,0.05887401511054624,0.04892447887691038,0.06929563796882565,0.0,0.0,0.0,Real Estate,REIT - Diversified,0.68,62.92,10.36,0.23061630218687887,0.0
HPQ,HP Inc.,17.84B,1.20,0.061799999999999994,0.4448,0.0432,Quarterly,9.0,56.0,0.04769999999999999,0.09759999999999999,Others,0.0338,0.03764955169473671,0.023968050100338294,0.06315789473684211,0.03955811928396321,0.023968050100338294,0.0765524762472494,Technology,Computer Hardware,2.17,0.0,0.0,0.8284023668639053,0.562258295354643
MGA,Magna International Inc.,15.33B,1.94,0.0356,0.532,0.021099999999999997,Quarterly,16.0,34.0,0.023399999999999997,0.0354,Others,0.0342,0.03707768713618794,0.019278030226588246,0.06449420662964907,0.03522932231395785,0.019278030226588246,0.07944930506312438,Consumer Cyclical,Auto Parts,3.1,57.81,8.7,0.04093567251461984,0.010521851165308509
AEG,Aegon Ltd.,12.01B,0.38,0.047400000000000005,0.4017,0.264,Semi-Annual,5.0,14.0,0.5086999999999999,0.43310000000000004,Others,0.0433,0.10612276389564261,0.07029406013465123,0.14212490248182288,0.14281009211143897,0.07029406013465123,0.45442899502733863,Financial Services,Insurance - Diversified,3.66,45.46,14.95,0.09468822170900708,-0.6680906839342112
AES,The AES Corporation,11.44B,0.70,0.0438,0.48090000000000005,0.0149,Quarterly,13.0,15.0,0.0322,0.0393,Others,0.0367,0.04087730830157665,0.0249334217848341,0.07594665156644871,0.045358561669348096,0.024797369083422716,0.07594665156644871,Utilities,Utilities - Diversified,-7.4,302.9,5.11,0.19346049046321512,-0.034360914720127145
WTRG,"Essential Utilities, Inc.",10.43B,1.37,0.037200000000000004,0.5643,0.054299999999999994,Quarterly,33.0,56.0,0.0622,0.0653,Others,0.0283,0.031258152007342256,0.022630914202081708,0.041085501276101305,0.02980295939656131,0.020519242571869094,0.041085501276101305,Utilities,Utilities - Regulated Water,-1.75,117.02,10.29,0.3144876325088341,0.2481981908243707
CWEN.A,"Clearway Energy, Inc.",7.45B,1.81,0.0496,0.7559,0.06849999999999999,Quarterly,6.0,13.0,0.0669,0.08710000000000001,Others,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0
OTEX,Open Text Corporation,6.35B,1.10,0.0434,0.6431,0.0482,Quarterly,13.0,14.0,0.0461,0.07690000000000001,Others,0.0267,0.029338366227344637,0.01663579354652331,0.04826678173806238,0.024286993548271626,0.01616279372125784,0.04826678173806238,Technology,Software - Application,3.84,163.02,10.55,0.6254681647940075,0.7869646942401624
AUB,Atlantic Union Bankshares Corporation,5.92B,1.48,0.0354,0.6995,0.0758,Quarterly,15.0,33.0,0.0637,0.0726,Others,0.0351,0.03919012104547311,0.02825418244762375,0.0589920518153894,0.03774879793909465,0.025758059184322325,0.06319933874837372,Financial Services,Banks - Regional,0.0,0.0,6.72,0.008547008547008595,-0.062221794264397216
POR,Portland General Electric Company,5.69B,2.10,0.0415,0.7476999999999999,0.0506,Quarterly,20.0,20.0,0.0466,0.0524,Others,0.0399,0.04509974108746966,0.035539121689151486,0.054180672150071774,0.0432891278150189,0.03153909158437268,0.057792585843269226,Utilities,Utilities - Regulated Electric,-2.12,136.25,7.99,0.040100250626566525,-0.041329726546215466
NJR,New Jersey Resources Corporation,5.22B,1.90,0.036699999999999997,0.5799,0.0593,Quarterly,30.0,56.0,0.0695,0.07440000000000001,Others,0.0352,0.039648531810398596,0.03126702735401865,0.048931206146438776,0.03843916980042111,0.029057236556195683,0.06299164325623004,Utilities,Utilities - Regulated Gas,-1.47,0.0,13.66,0.0426136363636362,-0.04524472847491252
SON,Sonoco Products Company,5.01B,2.12,0.0418,0.3348,0.019299999999999998,Quarterly,45.0,55.0,0.024900000000000002,0.0393,Others,0.0359,0.03977923241672187,0.03080926865243337,0.05469786346313102,0.03935762319423739,0.03080926865243337,0.05582245473478719,Consumer Cyclical,Packaging & Containers,2.07,164.29,6.35,0.16434540389972133,0.06205600357798562
HRB,"H&R Block, Inc.",4.15B,1.68,0.0513,0.35590000000000005,0.1315,Quarterly,10.0,56.0,0.1277,0.0947,Others,0.0322,0.036182826607912756,0.020080227717407077,0.06619868303039593,0.04628233868801178,0.020080227717407077,0.10803227379348236,Consumer Cyclical,Personal Services,1.98,0.0,0.0,0.593167701863354,0.10841416951317356
WD,"Walker & Dunlop, Inc.",2.14B,2.68,0.042699999999999995,0.7959999999999999,0.0308,Quarterly,8.0,8.0,0.0332,0.1115,Others,0.026,0.02866167225647333,0.014497610756759973,0.045640326026681055,0.022043544624775712,0.0,0.06764763986953873,Financial Services,Mortgage Finance,0.0,171.56,6.31,0.6423076923076921,0.9370750361086475
VAC,Marriott Vacations Worldwide Corporation,1.90B,3.20,0.0583,0.6926000000000001,0.0326,Quarterly,5.0,12.0,0.0576,0.42469999999999997,Others,0.0152,0.03042073795191436,0.013131349524468055,0.07042083240884078,0.02536755575680549,0.011747878940908042,0.07042083240884078,Consumer Cyclical,Resorts & Casinos,2.21,232.82,7.08,2.8355263157894735,1.2982111701620898
AGM.A,Federal Agricultural Mortgage Corporation,1.89B,6.00,0.045700000000000005,0.3419,0.07139999999999999,Quarterly,14.0,22.0,0.1495,0.1284,Others,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0
WABC,Westamerica Bancorporation,1.28B,1.84,0.0354,0.4071,0.0455,Quarterly,33.0,52.0,0.0308,0.0233,Others,0.0331,0.03650303708709339,0.029232099106078067,0.05040660117575975,0.03610377240885249,0.029232099106078067,0.050732204510964045,Financial Services,Banks - Regional,0.0,0.0,12.74,0.06948640483383697,-0.019493043576796144
UTL,Unitil Corporation,909.71M,1.90,0.0374,0.6403,0.057999999999999996,Quarterly,11.0,42.0,0.050300000000000004,0.0393,Others,0.0315,0.03447869160449987,0.028385792937539952,0.04223366988792136,0.036640299431709225,0.0279121232637797,0.054056851829283256,Utilities,Utilities - Diversified,0.0,133.17,9.05,0.18730158730158739,0.020734016371965508
SSTK,"Shutterstock, Inc.",647.18M,1.44,0.079,0.7833,0.1,Quarterly,5.0,6.0,0.10060000000000001,0.12890000000000001,Others,0.0278,0.03108789793885042,0.007658999190904348,0.09546596237671374,0.07030221896294732,0.0,0.433153064482116,Communication Services,Internet Content & Information,1.91,51.57,10.76,1.841726618705036,0.12371986496808635
PFIS,Peoples Financial Services Corp.,551.90M,2.50,0.0453,0.4213,0.095,Quarterly,9.0,25.0,0.15689999999999998,0.1131,Others,0.0379,0.04322144530049908,0.03168985427822902,0.06306320548570699,0.04227349907133047,0.03168985427822902,0.06306320548570699,Financial Services,Banks - Regional,0.0,0.0,11.97,0.19525065963060675,0.07159333850180571
COFS,"ChoiceOne Financial Services, Inc.",446.73M,1.16,0.039,0.5622,0.036699999999999997,Quarterly,5.0,32.0,0.0347,0.0611,Others,0.039,0.04408710460685027,0.02996985923618628,0.06965708298603875,0.04346555027210251,0.0294434999199383,0.14112473374899417,Financial Services,Banks - Regional,0.0,0.0,7.76,0.0,-0.10273769097934637
ARTNA,Artesian Resources Corporation,340.85M,1.25,0.038,0.5640999999999999,0.0404,Quarterly,32.0,33.0,0.0371,0.0395,Others,0.0283,0.03057670111627613,0.01969363940936673,0.042131627322672366,0.03205510768788635,0.01969363940936673,0.045648152489511526,Utilities,Utilities - Regulated Water,-1.3,71.39,9.25,0.3427561837455831,0.1854585038365111
PCB,PCB Bancorp,330.82M,0.88,0.0375,0.3178,0.1081,Quarterly,7.0,11.0,0.1097,0.15439999999999998,Others,0.034,0.03889085901630444,0.022022916034398203,0.05960894590484672,0.0,0.0,0.0,Financial Services,Banks - Regional,0.0,0.0,9.94,0.10294117647058812,0.0
FDBC,"Fidelity D & D Bancorp, Inc.",273.83M,1.72,0.0362,0.34159999999999996,0.0641,Quarterly,11.0,32.0,0.0635,0.07429999999999999,Others,0.03,0.03320665218288214,0.020493852029412066,0.04397460519558894,0.0316520374381371,0.015772623933416323,0.06211607032697267,Financial Services,Banks - Regional,0.0,0.0,12.73,0.2066666666666668,0.14368624992156523
RGCO,"RGC Resources, Inc.",224.50M,0.87,0.0401,0.6712,0.04019999999999999,Quarterly,12.0,33.0,0.0239,0.0342,Others,0.0371,0.041316754573461255,0.033841699368764966,0.056073832771090786,0.037860727133614734,0.024537684986605773,0.056073832771090786,Utilities,Utilities - Regulated Gas,0.0,118.52,11.3,0.08086253369272225,0.05914500422780098
UBCP,"United Bancorp, Inc.",82.21M,0.94,0.06559999999999999,0.6866,0.076,Quarterly,6.0,33.0,0.054299999999999994,0.0655,Others,0.0474,0.06864794599710701,0.04211583565826109,0.13430949442568657,0.06816441737606066,0.04211583565826109,0.13430949442568657,Financial Services,Banks - Regional,0.0,0.0,11.93,0.3839662447257383,-0.03762105618702598
